SAMPLE_ID,Average initial ?Nd,Group Age (Ma),Latitude GDA 1994,Longitude GDA 1994,Rock Type,References
224433,-4.1,2650,-31.6719,117.4886,biotite granite,GSWA
224428,-3.3,2650,-31.6675,117.2242,biotite granite,GSWA
500014,-2.4,2650,-31.6134,117.0271,granite,GSWA
224449,-2.7,2650,-31.5544,118.4614,biotite granite,GSWA
500015,-4.1,2650,-31.4951,117.2137,granite,GSWA
224436,-2.5,2650,-31.4414,118.2702,biotite granite,GSWA
224415,-3.5,2650,-31.3919,117.7251,equigranular biotite granite,GSWA
224458,-1.7,2650,-31.3294,116.7881,biotite gneiss,GSWA
224438,-1.5,2650,-31.3264,118.0652,biotite granite,GSWA
224457,-3.9,2650,-31.2406,116.8572,biotite granite,GSWA
224455,-1.5,2650,-31.1947,117.4948,granite,GSWA
224456,-2.4,2650,-31.1839,117.2631,biotite granite,GSWA
224441,-2.4,2650,-31.1268,118.2277,biotite granite,GSWA
224444,-3.7,2650,-31.0844,118.0937,biotite granite,GSWA
500263,-2.9,2650,-30.9945,116.7981,granite,GSWA
500267,-4.6,2650,-30.8924,116.9814,granite,GSWA
500141,-3.5,2650,-30.7611,117.2382,monzogranite,GSWA
500268,-4.4,2650,-30.6106,117.0148,granite,GSWA
500277,-2.5,2650,-30.5298,116.6293,granite,GSWA
500284,-4.7,2650,-30.4142,116.7759,granite,GSWA
500288,-4.6,2650,-30.3833,116.9607,granite,GSWA
500303,-3.8,2650,-30.2332,116.9559,granite,GSWA
201520,-2.6,2650,-30.1862,117.8907,monzogranite,GSWA
500165,-3.0,2650,-30.1341,117.0945,gneiss,GSWA
201521,-3.0,2650,-29.9275,117.8754,monzogranite,GSWA
500180,-0.5,2650,-29.9265,116.2886,monzogranite,GSWA
201519,-1.9,2650,-29.8119,117.7620,monzogranite,GSWA
201518,-0.7,2650,-29.7738,117.7147,monzogranite,GSWA
500194,-4.5,2650,-29.7181,116.1735,monzogranite,GSWA
500189,-5.1,2650,-29.6862,115.9070,monzogranite,GSWA
500193,-4.0,2650,-29.6647,116.3704,monzogranite,GSWA
201517,-1.1,2650,-29.5304,117.8624,monzogranite,GSWA
185964,0.1,2650,-29.4492,123.2676,granitic rock,GSWA
500211,-5.9,2650,-29.2590,115.9689,granodiorite,GSWA
201514,0.7,2650,-29.1691,117.6532,monzogranite,GSWA
201536,-1.3,2650,-29.1322,118.3028,monzogranite,GSWA
201527,-0.7,2650,-28.7424,118.0445,metagranitic rock,GSWA
168772,6.3,2650,-25.9145,117.3648,biotite-muscovite granite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
98969044,0.3,2650,-27.1530,118.8164,granite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
97969248,1.1,2650,-31.8844,122.1482,monzogranite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
2001969039,0.8,2650,-29.8266,121.7281,biotite monzogranite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
99967009,1.5,2650,-29.1977,122.9825,biotite monzogranite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
99969017,1.9,2650,-28.1687,120.9528,lineated granite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
40591A,1.0,2650,-27.8473,121.8875,biotite monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
2001967053B,0.2,2650,-28.9821,122.8837,biotite monzogranite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
2001969058,1.7,2650,-28.4208,122.1310,fluorite-biotite granite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
2001969108,1.4,2650,-27.2960,121.3007,porphyritic biotite granite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
92969052,-1.0,2650,-28.9409,120.9369,biotite monzogranite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92969071,-1.8,2650,-28.0095,120.8104,biotite monzogranite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92969091,1.3,2650,-28.1431,121.7455,granite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92969111,0.9,2650,-28.1035,122.2009,biotite monzogranite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92969115,1.4,2650,-28.0678,121.9727,granite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92969124,0.6,2650,-28.4758,122.4898,biotite monzogranite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
93969049,2.0,2650,-27.4611,122.8918,biotite monzogranite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
40592A,0.4,2650,-27.8639,121.8875,biotite monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
94962355,1.3,2650,-27.0682,120.7763,granite,GA unpublished
94969608,1.4,2650,-27.3147,121.3153,granite,GA unpublished
193409,-2.0,2651,-29.2359,123.3179,monzogranite,GSWA
224412,-5.9,2651,-31.6138,117.8550,biotite granite,GSWA
96969034,2.1,2652,-27.4689,120.7932,granite,GA unpublished
98967052A,1.2,2652,-27.4103,123.7221,monzogranite dyke,J. Dunphy unpublished data
179441,1.0,2653,-27.9511,123.1441,biotite monzogranite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
ARC30,-1.5,2653,-32.7400,121.3332,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
ARC34,-1.6,2653,-32.1300,120.9300,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
92964658,-4.3,2653,-28.1737,120.1699,biotite monzogranite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
ARC9914,-1.8,2654,-32.3211,119.5237,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
YQ14,-2.1,2654,-32.4300,119.1100,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
180996,-1.8,2654,-32.3211,119.5237,granite,GSWA
224332,-4.5,2655,-32.9180,117.2126,biotite leucogranite,GSWA
178103,-0.4,2655,-26.7347,118.2649,biotite monzogranite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
97969249,3.7,2655,-31.8288,122.1837,monzogranite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
97969243,0.7,2655,-32.2127,121.9315,granodiorite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
115587,1.7,2655,-30.6932,122.4556,clinopyroxene-hornblende granite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
95969704K,1.4,2655,-30.6156,121.5805,porphyry pod,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
95969716B,2.6,2655,-30.6217,121.6400,porhyry pod,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
95969725B,0.9,2655,-30.5110,121.5801,feldspar porphyry,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
95969727B,1.9,2655,-30.6094,121.6086,porphyry pod,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
80-187a,2.2,2655,-30.6200,121.5800,felsic intrusive porphyry,"McCulloch, MT and Compston, W 1981, Sm-Nd age of Kambalda and Kanowna greenstones and heterogeneity in the Archaean mantle: Nature, v. 294, p. 322–327."
80-187b,2.2,2655,-30.6200,121.5800,felsic intrusive porphyry,"McCulloch, MT and Compston, W 1981, Sm-Nd age of Kambalda and Kanowna greenstones and heterogeneity in the Archaean mantle: Nature, v. 294, p. 322–327."
71-736,0.0,2655,-31.0320,121.3681,Granite,"McCulloch, MT 1987, Sm–Nd isotopic constraints on the evolution of Precambrian crust in the Australian continent. In Kroner, A. (ed.), Proterozoic lithospheric evolution, American Geophysical Union Geodynamics Series, v. 17, p. 115–130."
168973,-2.1,2656,-29.5667,118.7149,biotite monzogranite,GSWA
ARC31,-1.1,2656,-32.6500,121.4218,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
97969090,-1.0,2656,-30.8845,119.5231,monzogranite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
97969202,-0.4,2656,-32.4674,121.6207,monzogranite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
97967038G,1.2,2656,-30.4089,121.4111,hornblende-biotite granodiorite,"Oliver, B 1999, Granitoids of the Mount Mulgine and Noongal areas. Unpublished B.Sc (honours) thesis, University of Western Australia."
99967176,1.3,2657,-28.8514,122.3084,granite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
99967174A,2.0,2657,-28.8516,122.3068,granite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
93901,3.8,2657,-30.2475,121.3665,biotite monzogranite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
ARC33,-1.9,2658,-32.0700,120.6900,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
2001967039,0.2,2658,-28.7064,122.6338,biotite monzogranite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
224404,-2.6,2659,-31.9333,117.7567,biotite granite,GSWA
98969003,0.2,2659,-31.3935,122.8525,granodiorite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
96969010,-1.4,2659,-29.6612,120.2056,biotite monzogranite,GA unpublished
2001969007,1.4,2659,-28.6988,121.7436,titanite-hornblende-biotite monzogranite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
224378,-3.3,2660,-32.8703,116.5099,grey gneiss,GSWA
178101,-0.4,2660,-26.6487,118.4128,biotite monzogranite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
179435,1.2,2660,-28.0817,123.1227,biotite monzogranite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
97969223,0.6,2660,-32.0827,122.0355,granodiorite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
71-909,0.7,2660,-32.0686,122.0333,biotite granite,"McCulloch, MT 1987, Sm–Nd isotopic constraints on the evolution of Precambrian crust in the Australian continent. In Kroner, A. (ed.), Proterozoic lithospheric evolution, American Geophysical Union Geodynamics Series, v. 17, p. 115–130."
98967008,1.1,2660,-30.9864,122.5998,granodiorite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
96969087,1.2,2660,-29.1369,121.9173,biotite monzogranite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
2001969035,1.7,2660,-29.8383,121.9403,sphene-biotite monzogranite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
92969105,-0.4,2660,-28.3939,122.0925,dyke,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
71125,-2.0,2660,-28.5487,119.0847,hornblende biotite monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
87955,-4.5,2660,-29.7208,119.6282,granodiorite to granite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
177928,-1.5,2661,-27.7589,119.3353,biotite monzogranite,GSWA
142902,-7.1,2661,-25.5781,117.4388,foliated biotite monzogranite dyke,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
ARC21,-1.3,2661,-31.2841,119.8120,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
72-864,-1.2,2661,-32.1839,120.8847,granite,"McCulloch, MT 1987, Sm–Nd isotopic constraints on the evolution of Precambrian crust in the Australian continent. In Kroner, A. (ed.), Proterozoic lithospheric evolution, American Geophysical Union Geodynamics Series, v. 17, p. 115–130."
98969025,-2.1,2661,-27.1168,119.3254,granodiorite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
94969584,2.2,2661,-28.8166,122.4220,hornblende-biotite granodiorite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
94969584B,1.7,2661,-28.8166,122.4220,hornblende-biotite granodiorite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
179444,0.8,2662,-27.7145,123.0788,biotite monzogranite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
224410,-7.0,2662,-31.6949,117.9694,biotite granite,GSWA
71-751,1.9,2662,-31.1800,121.6833,trondhjemite,"McCulloch, MT and Compston, W 1981, Sm-Nd age of Kambalda and Kanowna greenstones and heterogeneity in the Archaean mantle: Nature, v. 294, p. 322–327."
71-752,2.1,2662,-31.1800,121.6833,trondhjemite,"McCulloch, MT and Compston, W 1981, Sm-Nd age of Kambalda and Kanowna greenstones and heterogeneity in the Archaean mantle: Nature, v. 294, p. 322–327."
72-41,1.9,2662,-31.1800,121.6833,felsic intrusive porphyry,"McCulloch, MT and Compston, W 1981, Sm-Nd age of Kambalda and Kanowna greenstones and heterogeneity in the Archaean mantle: Nature, v. 294, p. 322–327."
2000969007,1.9,2662,-30.9117,121.5783,hornblende quartz diorite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
182601,-1.1,2663,-29.0175,123.1056,granitic rock,GSWA
ARC81,-1.9,2663,-32.8388,119.5456,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
ARC80,-1.7,2663,-32.9119,119.9906,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
180986,-1.7,2663,-32.9119,119.9906,granite,GSWA
180987,-2.0,2663,-32.8388,119.5456,granite,GSWA
YQ18,-3.2,2663,-32.2400,119.1200,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
97969256B,1.2,2663,-31.9867,122.4076,granodiorite xenolith,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
40597F,1.9,2663,-28.7473,123.7695,monzogranite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
148397,1.5,2664,-25.9745,120.7098,hornblende monzogranite,GSWA
177920,1.9,2664,-31.5814,122.9119,foliated granodiorite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
ARC82,-1.7,2664,-32.6760,119.4155,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
180988,-1.7,2664,-32.6760,119.4155,granite,GSWA
104964,0.5,2664,-31.8700,121.6310,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
92969031,0.7,2664,-28.7777,120.8387,granite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
2000969006,3.1,2664,-29.3524,122.0695,allanite-biotite granodiorite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
77-41,1.6,2664,-31.8664,121.6304,gneiss,"McCulloch, MT, Compston, W and Froude, D 1983a, Sm-Nd and Rb-Sr dating of Archaean gneisses, eastern Yilgarn Block, Western Australia: Journal of the Geological Society of Australia, v. 30, p. 149–153."
77-42,2.1,2664,-31.8664,121.6304,gneiss,"McCulloch, MT, Compston, W and Froude, D 1983a, Sm-Nd and Rb-Sr dating of Archaean gneisses, eastern Yilgarn Block, Western Australia: Journal of the Geological Society of Australia, v. 30, p. 149–153."
77-43,1.2,2664,-31.8664,121.6304,gneiss,"McCulloch, MT, Compston, W and Froude, D 1983a, Sm-Nd and Rb-Sr dating of Archaean gneisses, eastern Yilgarn Block, Western Australia: Journal of the Geological Society of Australia, v. 30, p. 149–153."
92963431,1.8,2664,-28.4809,122.4853,granite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
92969032,0.4,2664,-28.7703,120.8301,granite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
169071,-5.1,2665,-28.1780,119.7367,biotite monzogranite,GSWA
183147,-0.2,2665,-28.2084,123.6464,granitic rock,GSWA
ARC19,-1.7,2665,-30.8864,119.5213,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
92969082,1.0,2665,-28.1565,120.5674,granite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
